N,tau,type,probability,mean,second_moment,third_moment,fourth_moment,variance,skewness,kurtosis
40,0.0654318912971296,numeric,"[6.684830714868766e-10, 2.752834411885106e-07, 1.7004008411581627e-05, 0.000376067329709636, 0.003964760721675585, 0.022982532390674583, 0.07962960590593432, 0.17382727993454045, 0.24735312843388768, 0.23441398527633797, 0.14972330905910922, 0.06470286804348784, 0.018848878176803918, 0.003658383630474194, 0.0004631384376609754, 3.6969978521432595e-05, 1.7657132421512365e-06, 4.6422449712204e-08, 5.825318167379102e-10, 0.0, 0.0]",16.809662766672876,292.3089206868258,5242.77157129182,96748.57659280564,9.74415835755741,1.5651589849549057,280.3577613445232
40,0.0654318912971296,thermal,"[6.77505632178204e-10, 2.776587638022909e-07, 1.7093040968926047e-05, 0.00037720070616372836, 0.003970829139060153, 0.022996102517161096, 0.0796348984615467, 0.1738031772189776, 0.2473225407837263, 0.2344149058110088, 0.14974332626876335, 0.06471321406712921, 0.01884860408102988, 0.003656629430020229, 0.0004625241524134277, 3.687168354156581e-05, 1.7576308962693802e-06, 4.6092123982316903e-08, 5.766088504909716e-10, 0.0, 0.0]",16.809662766574498,292.31030603397204,5242.830852555962,96750.28218669054,9.74554370801104,1.5545785135491317,280.42606658750447
40,0.0941204967268066,pk,"[0.9966958680407364, 0.9707578440727628, 0.9214068481129422, 0.8534372641582804, 0.7725261951956072, 0.6851878307224184, 0.5955263608335777, 0.507640871729053, 0.4253870716263751, 0.35012522637164256, 0.2824359747997818, 0.222881874315332, 0.17119418464491137, 0.12645104387604128, 0.08941568593938816, 0.05945583457263855, 0.035633039198328616, 0.01809057329578367, 0.006454988609477089, 0.0007158657801139774]",,,,,,,
40,0.0941204967268066,numeric,"[1.9266934522708746e-09, 6.994014704793274e-07, 3.803854127983188e-05, 0.0007402403677863849, 0.006863357141036168, 0.03497581692119587, 0.10650670181397172, 0.2043000826471247, 0.25542554248174865, 0.21267057724680805, 0.11934438000431016, 0.04531731447385039, 0.011601591755977721, 0.0019792336122666063, 0.00022029195352282882, 1.546473114308293e-05, 6.497786445572918e-07, 1.5034420543299792e-08, 1.6609016405841434e-10, 0.0, 0.0]",16.18284089176537,271.51720487836315,4707.549530054646,84113.8068947804,9.632865550169754,1.8555430709056964,274.1080936178623
40,0.0941204967268066,thermal,"[1.9689226725296556e-09, 7.09010840162064e-07, 3.835187157333529e-05, 0.0007436446628232527, 0.006878597662535084, 0.035002469273647675, 0.10650588783010256, 0.2042460362497972, 0.25537910729766444, 0.21268292687273282, 0.11937698876058873, 0.045330640281475466, 0.01160122406158079, 0.001977567482469197, 0.0002197913098956821, 1.539553581698373e-05, 6.448448834393088e-07, 1.485867353845951e-08, 1.6332789431622133e-10, 0.0, 0.0]",16.182840891740824,271.5200717358228,4707.672224874366,84117.38694189687,9.635732408423848,1.839056177663224,274.25064859807026
40,0.1,pk,"[0.9966160911651789, 0.9700410482009837, 0.9198082497763839, 0.8503956496762329, 0.7683394700559948, 0.6800563482382931, 0.5899129632301725, 0.5015099725283529, 0.4200143937525643, 0.34514554597907704, 0.278028754168678, 0.2190165615940558, 0.16747857269354388, 0.12415972991164886, 0.08774269850909547, 0.05798081560140862, 0.034724120393235226, 0.017668189481894633, 0.006306249171810066, 0.0007017459128489043]",,,,,,,
40,0.1,numeric,"[2.3283901355611775e-09, 8.252160643360266e-07, 4.381809645481306e-05, 0.0008329536696020581, 0.00754429032008942, 0.03755727175245125, 0.11172994898998904, 0.20939049597005363, 0.25578720437921004, 0.208100258296782, 0.11411151423398772, 0.04233969285967546, 0.010590876675965338, 0.0017652172308647515, 0.00019192001161813331, 1.3157881643735534e-05, 5.397645838540998e-07, 1.2190597303803622e-08, 1.314684030753277e-10, 0.0, 0.0]",16.07129434006358,267.89843356750214,4616.33000950776,82002.98046971067,9.611931802542472,1.903060051909052,272.93147987360135
40,0.1,thermal,"[2.373551430651766e-09, 8.351347292161851e-07, 4.413914475148516e-05, 0.0008362507097262615, 0.007557960612462255, 0.03757829591894774, 0.11172379994701906, 0.20934346153681263, 0.2557553993277371, 0.20811613759653472, 0.1141372570201222, 0.0423479456801612, 0.010589561846497996, 0.0017637587090507884, 0.00019153672561277705, 1.3109014153102895e-05, 5.364931295469133e-07, 1.2078767722935103e-08, 1.2972886976643956e-10, 0.0, 0.0]",16.071294340044524,267.90063356017646,4616.421574352807,82005.56987410833,9.61413179582928,1.8885546932924624,273.0439927546832
40,0.1353876180022543,pk,"[0.9961593857620282, 0.9660895659226225, 0.9097872565549314, 0.8330642824212747, 0.7441267862590736, 0.6508463697155783, 0.5576050630575817, 0.46800649188121407, 0.3877938751316529, 0.3156609146031275, 0.2521712663410353, 0.19732828753166462, 0.14996363679429567, 0.11060915442393521, 0.07787112644916531, 0.05129948447068149, 0.03063407739561959, 0.015589414306337203, 0.0055478430178703434, 0.0006180860569502574]",,,,,,,
40,0.1353876180022543,numeric,"[6.505018022205638e-09, 2.029713871870644e-06, 9.474371308008144e-05, 0.0015816899162724419, 0.012571536190091017, 0.05488932138144187, 0.14315641558081052, 0.23513872827673618, 0.25171097058869646, 0.1794454688461912, 0.08622880614377783, 0.028041396007657295, 0.006149096104767924, 0.0008987309048808836, 8.571384445213571e-05, 5.156842641200743e-06, 1.857202934232695e-07, 3.6842818253567665e-09, 0.0, 0.0, 0.0]",15.441544734931682,247.9170450946108,4123.046227455892,70810.99535412218,9.475741293714378,2.183918908326632,265.39901844985434
40,0.1353876180022543,thermal,"[6.709222349778788e-09, 2.0689318410472966e-06, 9.58362151633153e-05, 0.0015913230007873226, 0.012604991749415697, 0.054927663339537455, 0.14312511261871388, 0.2350420924221064, 0.25166751183753666, 0.17948336467399262, 0.08627043286283873, 0.028053237852778613, 0.006148154017355195, 0.0008974742964901956, 8.541831647005725e-05, 5.123716383179552e-06, 1.83778759180029e-07, 3.626351359156243e-09, 0.0, 0.0, 0.0]",15.44154473369834,247.92181589639856,4123.244139177424,70816.63405382344,9.480512133591644,2.1608241350086246,265.6388227104035
40,0.1668100537200058,pk,"[0.995748154708495, 0.9627170713796857, 0.9011728742271332, 0.8190360643782358, 0.7248967462407003, 0.6258360329534709, 0.5305152965908005, 0.44319248738595346, 0.36322184751756914, 0.29293273248075297, 0.23238702104403808, 0.18045185940553027, 0.13686509830557145, 0.1008668362446997, 0.0708759211562981, 0.046578367880784795, 0.02790896941837131, 0.014017241627752185, 0.005068407415851277, 0.000558430359048791]",,,,,,,
40,0.1668100537200058,numeric,"[1.4157737554617723e-08, 3.990276633550873e-06, 0.000168530415410432, 0.0025434906559930626, 0.0182606933270141, 0.07194817205564397, 0.16918757509626067, 0.2503984856567243, 0.24142017996685416, 0.15496902370669643, 0.06704075577854107, 0.019627183505297068, 0.003875395504221495, 0.0005101984811032615, 4.3853247293604514e-05, 2.379428417292428e-06, 7.734238065422572e-08, 1.3858654867093426e-09, 0.0, 0.0, 0.0]",14.949694921012595,232.84200778867563,3762.8303487236494,62887.12307469679,9.348629557325836,2.395047863745276,258.47121229750337
40,0.1668100537200058,thermal,"[1.4830340310039356e-08, 4.119877860827993e-06, 0.00017192025121614142, 0.002571668284819781, 0.0183509435943711, 0.0720387526640769, 0.1691025386027019, 0.2501722625626024, 0.241312540986218, 0.1550372889246568, 0.06713255337848348, 0.019665881066883203, 0.003882704853170031, 0.0005105883308732718, 4.377832076678131e-05, 2.3656603946945854e-06, 7.644020759409792e-08, 1.3588003478423163e-09, 0.0, 0.0, 0.0]",14.94969492059646,232.8557386815949,3763.415257803246,62904.39179434641,9.362360462687263,2.364138695611473,259.175670194556
40,0.1947483039908756,pk,"[0.9954006915088557, 0.9596127417571224, 0.8938425859435325, 0.8059417742301628, 0.7072491411916952, 0.6066994402750481, 0.5102930820483341, 0.42084672496180364, 0.3439084436120454, 0.27627941642060966, 0.2183397956382751, 0.16918748105254863, 0.12713515443263504, 0.0939073187299139, 0.0658727047302809, 0.042887429336770894, 0.02558969345959786, 0.012981291526616348, 0.00465708016606509, 0.0005187351169489525]",,,,,,,
40,0.1947483039908756,numeric,"[2.6069431145637523e-08, 6.7854198718764945e-06, 0.00026388253556453776, 0.003665847712970165, 0.024211711047544444, 0.08774166122806398, 0.1897759589271428, 0.25836408582867093, 0.2291754506527295, 0.13537208338202256, 0.05390440304151982, 0.014529440308597751, 0.002641731056190795, 0.00032027746924358837, 2.535039057369121e-05, 1.266409968366257e-06, 3.7890074432311674e-08, 6.248746605639202e-10, 0.0, 0.0, 0.0]",14.562301452099694,221.30971368108328,3494.708510496922,57139.76080912504,9.24909009925841,2.5536692290525025,253.0966466437385
40,0.1947483039908756,thermal,"[2.7399522678716493e-08, 7.003933295130311e-06, 0.00026893695126895245, 0.0037017251458647494, 0.024305994789259683, 0.08779847338863435, 0.18964294347068564, 0.2581615122351598, 0.22913847201868906, 0.13546280537107896, 0.053973781397854595, 0.01454885676561135, 0.002643112316321944, 0.00031982904767184525, 2.5233174950128075e-05, 1.2546742323136965e-06, 3.7304928980332765e-08, 6.101909877852447e-10, 0.0, 0.0, 0.0]",14.562301451927718,221.32140943818808,3495.183660829314,57153.1429588143,9.260785861371971,2.517868034800813,253.68292622698937
40,0.2782559402207124,pk,"[0.9943550863292394, 0.9508606399337698, 0.8712316959285971, 0.7699872188772359, 0.6594149022120607, 0.5513360566381174, 0.45219658999631684, 0.36702332663824644, 0.29223351506534245, 0.23099151660725606, 0.18032455797641603, 0.1387680397762691, 0.10549447175616763, 0.07582317484970238, 0.05297000235776818, 0.03541782483363832, 0.021047795718158336, 0.010649416339131797, 0.0037434431029397834, 0.0004146933219471094]",,,,,,,
40,0.2782559402207124,numeric,"[1.2182432376544904e-07, 2.5779015911521844e-05, 0.0008107955706961304, 0.009057306661801203, 0.04794393557325055, 0.13888868907240187, 0.2396441588861608, 0.25988128275000316, 0.18344842681479892, 0.08619717572401678, 0.027306114655782438, 0.005859411923484882, 0.0008491757626398587, 8.220474960132031e-05, 5.207145722295548e-06, 2.087720280193647e-07, 5.029935915927443e-09, 0.0, 0.0, 0.0, 0.0]",13.528567934222815,191.93996449774207,2840.914371708529,43685.44041464905,8.917814146860337,2.95101368736232,235.69580948373184
40,0.2782559402207124,thermal,"[1.3481176910530897e-07, 2.746446799934804e-05, 0.0008404735409840356, 0.009219813086677492, 0.04824760133669945, 0.13889725726863114, 0.23910451216597867, 0.2594101469330861, 0.1835007547939885, 0.08645782115716374, 0.02745436769581034, 0.0058979603322472565, 0.0008539510491117279, 8.235304121179906e-05, 5.178190393555062e-06, 2.0520194534427686e-07, 4.862516536379857e-09, 0.0, 0.0, 0.0, 0.0]",13.528567932053363,191.9751644525436,2842.2889145965623,43722.87166664804,8.953014160360908,2.896940503053884,237.3989241573436
40,0.2801356761198867,pk,"[0.9943188947822129, 0.9503981843022824, 0.8713892840193345, 0.7686749618423488, 0.65803692460662, 0.5512290141626276, 0.4528050957936499, 0.364397673948493, 0.2929376135332471, 0.23224184415617083, 0.18159781237829964, 0.13975748482114606, 0.10410807977693184, 0.07663224203717305, 0.05360404650258066, 0.03465730002322253, 0.020622296482068952, 0.0104859368703159, 0.00376318019406342, 0.0004205719429915962]",,,,,,,
40,0.2801356761198867,numeric,"[1.2472926673444347e-07, 2.6225964833779356e-05, 0.0008199193535802027, 0.009125780657599997, 0.048157937584566164, 0.1391674052370075, 0.23970516934900052, 0.2596623647516403, 0.18319787560929687, 0.08607448971197862, 0.027273287763437737, 0.005853700951651856, 0.0008482663625589375, 8.205209439645847e-05, 5.187596042810066e-06, 2.072517500433132e-07, 4.9653054124260774e-09, 0.0, 0.0, 0.0, 0.0]",13.524156882103815,191.82959263950767,2838.741834814736,43645.77623759848,8.926773267751713,2.954165079876475,236.1325440924265
40,0.2801356761198867,thermal,"[1.3571326638728044e-07, 2.762089252485575e-05, 0.0008444279205697139, 0.009254067798149399, 0.048379158364793506, 0.1391388064151451, 0.2392844060026857, 0.25934961423288855, 0.18327723455996306, 0.0862674531037183, 0.027366934788931707, 0.005873386495827591, 0.0008495554515335209, 8.18484422153627e-05, 5.141393125652392e-06, 2.0354305709942566e-07, 4.8184563858066656e-09, 0.0, 0.0, 0.0, 0.0]",13.524156879956111,191.85440569651743,2839.6928506995746,43671.18479548247,8.95158638285318,2.898452816756617,237.3246396617324
40,0.3162277660168379,pk,"[0.9938452981482333, 0.9467586892080145, 0.8614601871751097, 0.7546559618161215, 0.6398946255681982, 0.5274126002950087, 0.4284840702103457, 0.3463705908483814, 0.27443396027592, 0.21546811506899924, 0.16746033998350857, 0.12785050693486472, 0.09643353595924209, 0.07015650383593185, 0.04895910539922736, 0.03247687808545238, 0.019452552946794002, 0.009686474289944475, 0.0034822982601555616, 0.0003797397341787374]",,,,,,,
40,0.3162277660168379,numeric,"[2.1885316794813703e-07, 4.246360414411922e-05, 0.0012257917122176656, 0.012556811277637893, 0.060882061523544494, 0.16136642550415012, 0.2545278925814273, 0.2522076226373895, 0.16264032682411683, 0.06981123817243418, 0.02020395276088385, 0.003961281803121607, 0.0005246809782817068, 4.6439667388745986e-05, 2.6911215879796512e-06, 9.87717951253575e-08, 2.1799315971930714e-09, 0.0, 0.0, 0.0, 0.0]",13.13024406717646,181.17904954112527,2612.4675151455785,39191.24594401225,8.775740277502706,3.087151384025674,228.4047039084835
40,0.3162277660168379,thermal,"[2.45007402904302e-07, 4.563435999246238e-05, 0.0012767744794811428, 0.01280506060527008, 0.06126389755730453, 0.16124711018674462, 0.2537788447814749, 0.2517236255521672, 0.16279619415585947, 0.07012615924681603, 0.020359006785862038, 0.003998677350914087, 0.0005293182477294789, 4.666947396803585e-05, 2.682876323794144e-06, 9.720161618242849e-08, 2.105825973056317e-09, 0.0, 0.0, 0.0, 0.0]",13.130244066317903,181.2234705700089,2614.159758554663,39236.30612232172,8.820161328932443,3.029617518901432,230.53660835558549
40,0.4029611320200399,pk,"[0.9927350393727173, 0.9372539311990289, 0.8384511084506673, 0.7180591338333828, 0.593695852696179, 0.47986994912639747, 0.38118171797789935, 0.30189333170269933, 0.2347923048960696, 0.1827227388469254, 0.14112684447932378, 0.10802968482284166, 0.08237845285550474, 0.05848029894985819, 0.04081407939476808, 0.027467581774040455, 0.01620709851137833, 0.008299242539708145, 0.002866937362862527, 0.0003224140249957013]",,,,,,,
40,0.4029611320200399,numeric,"[7.117957573190583e-07, 0.000116606355652163, 0.002813116906794113, 0.023941559528746797, 0.09605310773614423, 0.21009404774659965, 0.2729862430120477, 0.2225731496093793, 0.11803614541122255, 0.04166893175965919, 0.0099244742359825, 0.0016032223635363298, 0.00017522831236742282, 1.2820797217563358e-05, 6.153360731202051e-07, 1.8745102196157534e-08, 3.4419308982113655e-10, 0.0, 0.0, 0.0, 0.0]",12.293295485514635,159.5723668730295,2172.704425568864,30874.861193493754,8.447252978854976,3.345014455848741,212.0237283960741
40,0.4029611320200399,thermal,"[8.356516323856794e-07, 0.00012831775819791732, 0.0029597684279040184, 0.02447225101524454, 0.09652629648733019, 0.20945064459171658, 0.2717652462249437, 0.22223436688387016, 0.11848959911405807, 0.04207893857589451, 0.010071404763091861, 0.0016307919777615496, 0.00017797041376971118, 1.2936374815338425e-05, 6.130968400019057e-07, 1.8312627072347777e-08, 3.270757783688277e-10, 0.0, 0.0, 0.0, 0.0]",12.293295485404842,159.64028152860035,2175.1452899538435,30936.44406715661,8.515167637125273,3.2811940076676365,215.1631947271817
40,0.4641588833612778,pk,"[0.9918619078123637, 0.9304503989365878, 0.8226535325022052, 0.6946764406057317, 0.5655348349301635, 0.4466047708074704, 0.3504796997373705, 0.2760693793164398, 0.214795966862221, 0.16606594892948076, 0.12774977489908537, 0.09650250175073904, 0.072209325500731, 0.05283298393112733, 0.03676316298177935, 0.024526113298554728, 0.014754261601326398, 0.007307935003865813, 0.0026140796683584468, 0.0002831811351436239]",,,,,,,
40,0.4641588833612778,numeric,"[1.4397499605201866e-06, 0.00021041775305319943, 0.004532615621587808, 0.03436648313400708, 0.12256012980257783, 0.23783089986652092, 0.2738101462684164, 0.19769962823737955, 0.09285120507629882, 0.02903818760035833, 0.006129804507804722, 0.0008781011270078771, 8.516415295136037e-05, 5.5343768021420985e-06, 2.3621113393270827e-07, 6.408233601808214e-09, 1.0494628217882353e-10, 0.0, 0.0, 0.0, 0.0]",11.78947240038887,147.22347429084206,1933.2659762250853,26549.387605110354,8.231814811311153,3.481382337713057,201.6099493799265
40,0.4641588833612778,thermal,"[1.7182196550549834e-06, 0.0002340666872324269, 0.00478971868134319, 0.03513384006132719, 0.12294100896802174, 0.23666403182118087, 0.27242308298327395, 0.19763353290264032, 0.093482231812809, 0.029451881654049564, 0.006253710154572614, 0.0008983502500618647, 8.697498548672212e-05, 5.608653020363338e-06, 2.3581666266928567e-07, 6.24878368069593e-09, 0.0, 0.0, 0.0, 0.0, 0.0]",11.78947239719096,147.30634029053974,1936.128829335416,26619.023983201456,8.314680886412162,3.4133949452648267,205.3463344275733
40,0.5796393953384967,pk,"[0.9902518773439566, 0.9173131490413253, 0.7916247797298631, 0.6492265432387164, 0.5118043987647748, 0.391402139651607, 0.2993028200214861, 0.233080253913946, 0.17846120799273202, 0.13670163902363516, 0.10463010065184729, 0.07873924069464838, 0.05972308610192192, 0.0430168447367511, 0.029903117360397746, 0.020550772406514133, 0.01224941655792568, 0.0061740354010787575, 0.0021182130046320338, 0.00023475698130428599]",,,,,,,
40,0.5796393953384967,numeric,"[4.6078754045075935e-06, 0.0005598994797079333, 0.00991245811569586, 0.06120650429367272, 0.17664396644601335, 0.2761490436119768, 0.2553685122379115, 0.14786794801291622, 0.055666520792353305, 0.013959921748166928, 0.0023656427464535594, 0.00027251351421429094, 2.1302631105230955e-05, 1.1189014697971771e-06, 3.872615446624789e-08, 8.552464983672938e-10, 0.0, 0.0, 0.0, 0.0, 0.0]",10.91301678486878,126.90443030152235,1559.0428996341657,20106.27298671614,7.810494954694633,3.660596602010628,182.0194547134888
40,0.5796393953384967,thermal,"[5.842215260337682e-06, 0.0006414524130552946, 0.01057939429435609, 0.06254640889909291, 0.17640037148472215, 0.273691269373839, 0.2539209597847035, 0.14847086687105948, 0.05660250410812198, 0.014372938983077517, 0.00245977988977799, 0.0002847935527392177, 2.2223107538901087e-05, 1.1550345058091164e-06, 3.914144339882019e-08, 8.359567352212344e-10, 0.0, 0.0, 0.0, 0.0, 0.0]",10.913016784523908,127.02960373701468,1563.0859267253747,20198.70957846076,7.935668397714153,3.605564170570688,187.41394042575848
40,0.774263682681127,pk,"[0.9873619511029122, 0.8938052940579476, 0.7390354887706215, 0.5745507364379394, 0.42843593082494785, 0.31184097424574964, 0.22901413326422554, 0.17622893589475205, 0.1320698671904011, 0.10027346288921953, 0.07652393634018986, 0.05764386343218404, 0.045251249666144557, 0.03154487440803994, 0.022084229745852474, 0.01563872595461035, 0.009046920301059781, 0.004772623113453386, 0.0015818439155851755, 0.00018625177486090714]",,,,,,,
40,0.774263682681127,numeric,"[2.216595044558072e-05, 0.0020610053807197663, 0.027265005162540427, 0.12364004401827036, 0.2587580355195629, 0.2908134026504006, 0.19233067180625638, 0.07945221989619407, 0.021332735615473507, 0.0038205547660630276, 0.0004635443938883018, 3.836636794703369e-05, 2.1639612503414e-06, 8.239885165515975e-08, 2.07817195909387e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.673782585641804,100.70996298082636,1115.9381561704167,13058.702799950364,7.127893466559755,3.784486707636461,152.39972767833387
40,0.774263682681127,thermal,"[3.0999886948840266e-05, 0.002460429182842755, 0.029333987385922196, 0.1253650701590365, 0.2555862786853184, 0.2866571998288094, 0.19224910753654265, 0.08125889207981954, 0.02239387080586245, 0.004110578783930787, 0.0005085310930397104, 4.256133971373854e-05, 2.4007879101646305e-06, 9.020026993953712e-08, 2.2095996197172646e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.67378258451492,100.91630033175603,1121.9286005218084,13182.885647312243,7.3342308392918625,3.786742750881558,160.63841205946665
40,0.8337822234717891,pk,"[0.9863075612219081, 0.8862929964691294, 0.7242805032491034, 0.5539809401853807, 0.4064696701958024, 0.2917787079234959, 0.21482553474878513, 0.15816026169837583, 0.12299737707464033, 0.09499670238046291, 0.07334710304795847, 0.055362361590775865, 0.03959852933124258, 0.03071160948687262, 0.02124215062793716, 0.014277947450441756, 0.008786985757260479, 0.004319080887306015, 0.0014954642300916757, 0.00016144605438239557]",,,,,,,
40,0.8337822234717891,numeric,"[3.270637789789902e-05, 0.0028049549884781996, 0.0342816212023983, 0.14335093117059458, 0.2760142015149145, 0.28506669078604835, 0.17326627455736257, 0.06585635827830846, 0.01630057774134016, 0.002697824575399631, 0.00030327652658372064, 2.3313870102246484e-05, 1.2239146526220731e-06, 4.3456688737820823e-08, 1.0235993965228465e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.3787858667535,94.93049975774068,1024.873239356947,11704.50589423604,6.9688754233254855,3.821229250300576,145.94296302251314
40,0.8337822234717891,thermal,"[4.5659021801188816e-05, 0.0033409473621125035, 0.03672164564507832, 0.14468378228511566, 0.2719400111135207, 0.28118406251370615, 0.17385390512023524, 0.06774594191113505, 0.017212098704793365, 0.002912727839600955, 0.0003322054196455062, 2.5632842083760474e-05, 1.332991985685141e-06, 4.6171485864156866e-08, 1.0427300058251713e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9.378785866030164,95.14136958125924,1030.7979993258298,11823.634097509812,7.179745260412062,3.812880282264132,154.09366165281244
40,1.0,pk,"[0.9836710247378173, 0.8651936307446326, 0.6776840128155481, 0.49465666908298234, 0.34590679087209425, 0.2355824923699639, 0.1678442093854722, 0.12707006511935967, 0.09710508916306936, 0.07427844351735872, 0.05704575995965766, 0.04234285993085404, 0.032709123944646104, 0.023419659056483574, 0.0162762032736177, 0.012064601329078873, 0.00688419358943174, 0.0036935407438918556, 0.0011887953378892078, 0.0001448465160162176]",,,,,,,
40,1.0,numeric,"[8.916417588282953e-05, 0.006358795590906804, 0.06285730647224949, 0.20821481264012878, 0.3132290409188631, 0.2504175481344122, 0.11719370437934694, 0.034225144233062506, 0.0065092650746339945, 0.0008289139717715667, 7.185397540170253e-05, 4.271513508342452e-06, 1.7401533759099126e-07, 4.814621597973721e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.529524020461162,79.16517294969657,788.3824526550633,8344.287503226962,6.412392934072628,3.7518892770481216,124.19670934444184
40,1.0,thermal,"[0.00013638380502497654, 0.007814485247891488, 0.06725853763018746, 0.2075103108448109, 0.3054129732876101, 0.24728604795167697, 0.11972584349020475, 0.036532658993757336, 0.007268191611917371, 0.0009631346102367175, 8.601780154191799e-05, 5.1972418847009315e-06, 2.1164024161758467e-07, 5.740359660948031e-09, 1.0151533835755862e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.529524015282927,79.46348456133525,796.1126789066356,8488.669777292946,6.710704634047062,3.848746331512757,135.05638870387884
40,1.1993539462092344,pk,"[0.9799536799121453, 0.8369305982809838, 0.6282353447698803, 0.4238984821592306, 0.2759304843787824, 0.18827651124658934, 0.129243235198042, 0.09341609851526604, 0.0684422684049733, 0.05320105431855591, 0.04201302728593978, 0.034544687704824405, 0.027040418908441832, 0.020186700779265758, 0.014805670918853993, 0.008532985455314966, 0.005605455556884877, 0.002644474507206138, 0.0010711553900314332, 0.00010485236910829793]",,,,,,,
