model,qubits,depth,noise_param,density_matrix,kinks_distribution,mean_kinks,var_kinks,purity
qiskit_global_noise,6,15,0.263,"[[ 5.16506739e-02-4.34515560e-19j -1.04097791e-04-9.34097199e-04j
   1.86539220e-03+1.78410493e-04j ...  4.01119989e-04+8.27702140e-05j
  -3.48427107e-04+1.42540454e-04j -1.90276352e-03-1.67984364e-03j]
 [-1.04097791e-04+9.34097199e-04j  7.51198624e-03-1.88647022e-19j
   5.86240199e-03+2.01710621e-03j ...  3.21118886e-04-1.48626368e-04j
  -2.28046169e-05+4.37337025e-04j  1.46856283e-03+9.79342305e-04j]
 [ 1.86539220e-03-1.78410493e-04j  5.86240199e-03-2.01710621e-03j
   8.60568063e-03-7.84925355e-19j ... -5.51160113e-06-4.33146924e-04j
  -8.97382581e-06+2.86736749e-04j  1.58756689e-03-1.51437913e-03j]
 ...
 [ 4.01119989e-04-8.27702140e-05j  3.21118886e-04+1.48626368e-04j
  -5.51160113e-06+4.33146924e-04j ...  2.30941227e-02+3.82160196e-19j
   6.39578997e-03+1.91596795e-02j  4.10268626e-03+5.80424415e-03j]
 [-3.48427107e-04-1.42540454e-04j -2.28046169e-05-4.37337025e-04j
  -8.97382581e-06-2.86736749e-04j ...  6.39578997e-03-1.91596795e-02j
   2.86755353e-02+2.52207078e-19j  6.52779203e-03-5.22759192e-05j]
 [-1.90276352e-03+1.67984364e-03j  1.46856283e-03-9.79342305e-04j
   1.58756689e-03+1.51437913e-03j ...  4.10268626e-03-5.80424415e-03j
   6.52779203e-03+5.22759192e-05j  2.03686464e-01-1.34670777e-18j]]","{4: 0.23598652, 2: 0.49246004, 6: 0.0163446, 0: 0.25520884}",2.02693376,2.2255696125722624,0.09980904706921907
qiskit_global_noise,6,16,0.263,"[[ 4.79027615e-02-1.27741446e-18j -2.67436522e-04-7.49960763e-04j
   3.69099200e-04+1.32578238e-03j ... -7.66888627e-05+7.78176508e-04j
   7.00225300e-04+1.09351328e-04j -3.32088801e-03+2.92013814e-03j]
 [-2.67436522e-04+7.49960763e-04j  8.11603662e-03+2.11414341e-19j
   6.43820864e-03+1.57558213e-03j ... -3.33374516e-04-3.59823244e-04j
  -1.14200957e-04-5.42997337e-04j  2.06852967e-03+1.47644396e-03j]
 [ 3.69099200e-04-1.32578238e-03j  6.43820864e-03-1.57558213e-03j
   9.63758542e-03+5.03066552e-19j ... -6.64779149e-04-2.22535810e-04j
  -9.93354109e-05-9.03403307e-04j  1.86538267e-03+5.48711639e-04j]
 ...
 [-7.66888627e-05-7.78176508e-04j -3.33374516e-04+3.59823244e-04j
  -6.64779149e-04+2.22535810e-04j ...  2.05786248e-02-2.10575440e-18j
   4.67211687e-03+1.72175762e-02j  4.59585497e-04+1.21004557e-03j]
 [ 7.00225300e-04-1.09351328e-04j -1.14200957e-04+5.42997337e-04j
  -9.93354109e-05+9.03403307e-04j ...  4.67211687e-03-1.72175762e-02j
   2.63041975e-02-6.60509516e-19j -8.88556729e-04-2.13819458e-03j]
 [-3.32088801e-03-2.92013814e-03j  2.06852967e-03-1.47644396e-03j
   1.86538267e-03-5.48711639e-04j ...  4.59585497e-04-1.21004557e-03j
  -8.88556729e-04+2.13819458e-03j  1.86147992e-01-2.62853212e-18j]]","{2: 0.48518838, 4: 0.26217426, 6: 0.01850908, 0: 0.23412828}",2.13012828,2.2644220707442413,0.08772917350507334
qiskit_global_noise,6,17,0.263,"[[ 0.04881113+2.53927454e-19j  0.00097145+7.83876846e-05j
   0.00094103+8.29273106e-04j ... -0.00083689-1.31433997e-04j
   0.00046339-6.01863316e-04j  0.00338478+2.47671623e-04j]
 [ 0.00097145-7.83876846e-05j  0.00820843+4.24652027e-19j
   0.00643995+1.76228806e-03j ... -0.00032159-6.93250314e-05j
  -0.00025217+2.52874466e-05j  0.001632  -3.40487022e-05j]
 [ 0.00094103-8.29273106e-04j  0.00643995-1.76228806e-03j
   0.00939229-4.27508156e-19j ... -0.00057742-1.24588244e-04j
  -0.00037753-2.25423371e-04j  0.00232914-1.76867100e-03j]
 ...
 [-0.00083689+1.31433997e-04j -0.00032159+6.93250314e-05j
  -0.00057742+1.24588244e-04j ...  0.02111476-9.47194699e-19j
   0.00469054+1.74938630e-02j -0.0024246 -1.25218414e-03j]
 [ 0.00046339+6.01863316e-04j -0.00025217-2.52874466e-05j
  -0.00037753+2.25423371e-04j ...  0.00469054-1.74938630e-02j
   0.02761794+5.64039451e-19j -0.00380628+1.30302577e-03j]
 [ 0.00338478-2.47671623e-04j  0.001632  +3.40487022e-05j
   0.00232914+1.76867100e-03j ... -0.0024246 +1.25218414e-03j
  -0.00380628-1.30302577e-03j  0.17745358+1.44261061e-18j]]","{2: 0.49147092, 4: 0.2624968, 6: 0.01977088, 0: 0.2262614}",2.15155432,2.248398168089338,0.08259700697366318
qiskit_global_noise,6,18,0.263,"[[ 4.78233426e-02-2.34197040e-19j  4.04373427e-04-1.28233347e-04j
   1.13192740e-03-1.96732141e-04j ... -3.29201717e-04+8.56300022e-04j
  -6.14618015e-04+1.72911226e-04j -3.03050556e-03-8.14369923e-04j]
 [ 4.04373427e-04+1.28233347e-04j  7.88748744e-03+6.62033752e-19j
   6.44823625e-03+1.38366006e-03j ...  2.80903594e-04-1.67370041e-04j
   3.57708172e-04+8.30608124e-05j  2.36920025e-04-1.60387010e-04j]
 [ 1.13192740e-03+1.96732141e-04j  6.44823625e-03-1.38366006e-03j
   9.99883009e-03-5.41023660e-19j ...  2.21877431e-04-1.51648874e-04j
   6.94850025e-05-1.90551601e-04j -1.01684028e-03-5.88056142e-04j]
 ...
 [-3.29201717e-04-8.56300022e-04j  2.80903594e-04+1.67370041e-04j
   2.21877431e-04+1.51648874e-04j ...  2.10303711e-02+1.87146356e-19j
   4.54002374e-03+1.70824686e-02j  5.88929445e-04-1.85145716e-03j]
 [-6.14618015e-04-1.72911226e-04j  3.57708172e-04-8.30608124e-05j
   6.94850025e-05+1.90551601e-04j ...  4.54002374e-03-1.70824686e-02j
   2.48572477e-02-1.44566374e-18j -1.45890404e-03-6.37605562e-04j]
 [-3.03050556e-03+8.14369923e-04j  2.36920025e-04+1.60387010e-04j
  -1.01684028e-03+5.88056142e-04j ...  5.88929445e-04+1.85145716e-03j
  -1.45890404e-03+6.37605562e-04j  1.54423021e-01+1.44577428e-18j]]","{4: 0.27306262, 2: 0.50373032, 6: 0.02092418, 0: 0.20228288}",2.2252562,2.1854285243615594,0.07739265758448759
qiskit_global_noise,6,19,0.263,"[[4.57976127e-02+1.56818833e-18j 3.69374503e-04+1.43079048e-03j
  2.36503495e-04+2.78432145e-03j ... 1.23614156e-03-8.48242405e-04j
  3.45546588e-04+1.40254414e-03j 4.53924350e-03+4.27267361e-03j]
 [3.69374503e-04-1.43079048e-03j 7.36363193e-03+5.73600574e-19j
  5.44268829e-03+1.27062776e-03j ... 3.28436458e-05-4.96267901e-05j
  2.75361150e-05+1.05174784e-04j 1.05094018e-03+7.54234378e-05j]
 [2.36503495e-04-2.78432145e-03j 5.44268829e-03-1.27062776e-03j
  9.09976150e-03-8.03817790e-19j ... 2.36359502e-06-1.46502703e-04j
  4.77760882e-04+6.69495108e-05j 1.15443398e-03-2.61353537e-04j]
 ...
 [1.23614156e-03+8.48242405e-04j 3.28436458e-05+4.96267901e-05j
  2.36359502e-06+1.46502703e-04j ... 2.10044007e-02-3.75194673e-19j
  4.16201425e-03+1.71810949e-02j 3.19593075e-03-1.04230595e-03j]
 [3.45546588e-04-1.40254414e-03j 2.75361150e-05-1.05174784e-04j
  4.77760882e-04-6.69495108e-05j ... 4.16201425e-03-1.71810949e-02j
  2.69302641e-02-4.81221546e-19j 9.96810558e-05-2.84669746e-03j]
 [4.53924350e-03-4.27267361e-03j 1.05094018e-03-7.54234378e-05j
  1.15443398e-03+2.61353537e-04j ... 3.19593075e-03+1.04230595e-03j
  9.96810558e-05+2.84669746e-03j 1.65360007e-01-1.33040797e-18j]]","{4: 0.28167266, 2: 0.48645938, 6: 0.02069678, 0: 0.21117118}",2.22379008,2.252441840093594,0.0764241396401635
qiskit_global_noise,6,20,0.263,"[[ 0.04541867+7.66702460e-20j  0.00054859+1.14337663e-03j
   0.00054846+1.86268919e-03j ... -0.0002698 -1.41153818e-03j
   0.00140423-5.26251594e-04j  0.0011932 +2.54057786e-03j]
 [ 0.00054859-1.14337663e-03j  0.00818979+5.51189485e-19j
   0.00621242+1.47266823e-03j ...  0.0001599 -3.74545411e-04j
   0.00032077+5.64699387e-05j -0.00021587-5.15684387e-04j]
 [ 0.00054846-1.86268919e-03j  0.00621242-1.47266823e-03j
   0.01001846-1.89461047e-19j ... -0.00110794-5.31642574e-04j
   0.0004316 -6.72733419e-04j -0.0003252 +1.44865892e-05j]
 ...
 [-0.0002698 +1.41153818e-03j  0.0001599 +3.74545411e-04j
  -0.00110794+5.31642574e-04j ...  0.02062594+6.36110044e-19j
   0.00413558+1.65363041e-02j -0.00167826+1.35867610e-03j]
 [ 0.00140423+5.26251594e-04j  0.00032077-5.64699387e-05j
   0.0004316 +6.72733419e-04j ...  0.00413558-1.65363041e-02j
   0.02474016-9.17503309e-19j -0.00181394+2.75663389e-03j]
 [ 0.0011932 -2.54057786e-03j -0.00021587+5.15684387e-04j
  -0.0003252 -1.44865892e-05j ... -0.00167826-1.35867610e-03j
  -0.00181394-2.75663389e-03j  0.15293633+4.11548745e-18j]]","{4: 0.2995624, 6: 0.02282382, 2: 0.4792428, 0: 0.19837098}",2.29367812,2.2706678018332656,0.07088751853970385
qiskit_global_noise,6,21,0.263,"[[ 4.90436484e-02+6.93765513e-19j  1.28572311e-03-9.54550619e-05j
   5.03409860e-04+1.79719476e-04j ... -5.37191354e-04+1.81126584e-04j
  -2.94808820e-04-1.21068173e-03j  3.72373112e-04+2.30666826e-03j]
 [ 1.28572311e-03+9.54550619e-05j  9.68335993e-03+5.56935995e-19j
   7.01006638e-03+1.32207976e-03j ... -9.37978182e-05+9.62551212e-07j
   5.29098007e-04-2.23395966e-04j  8.42129281e-04+1.29704245e-03j]
 [ 5.03409860e-04-1.79719476e-04j  7.01006638e-03-1.32207976e-03j
   1.01073450e-02+4.45084606e-19j ... -2.17180883e-04+7.44358343e-05j
   4.76799193e-04-2.53891031e-04j  9.06758513e-04+4.93079525e-04j]
 ...
 [-5.37191354e-04-1.81126584e-04j -9.37978182e-05-9.62551212e-07j
  -2.17180883e-04-7.44358343e-05j ...  2.08653285e-02+1.46878560e-18j
   5.82940410e-03+1.66270708e-02j  2.98361999e-03-1.74271629e-04j]
 [-2.94808820e-04+1.21068173e-03j  5.29098007e-04+2.23395966e-04j
   4.76799193e-04+2.53891031e-04j ...  5.82940410e-03-1.66270708e-02j
   2.40723633e-02-1.53260627e-18j  4.41719717e-04-2.20950530e-03j]
 [ 3.72373112e-04-2.30666826e-03j  8.42129281e-04-1.29704245e-03j
   9.06758513e-04-4.93079525e-04j ...  2.98361999e-03+1.74271629e-04j
   4.41719717e-04+2.20950530e-03j  1.28532350e-01-3.65860762e-18j]]","{2: 0.47792168, 4: 0.31967728, 6: 0.02481084, 0: 0.1775902}",2.38341752,2.2390343653570497,0.06538634489519424
qiskit_global_noise,6,22,0.263,"[[ 4.87936732e-02+1.44274103e-18j -6.40496315e-05+3.95515496e-04j
   5.76734896e-06-1.05842916e-03j ...  4.78399032e-04-1.18194925e-03j
   1.01738493e-06+6.00848191e-04j -2.67797731e-03+4.91720661e-03j]
 [-6.40496315e-05-3.95515496e-04j  8.24213437e-03-6.51105316e-19j
   6.12844741e-03+4.74334963e-04j ...  4.75188265e-04+4.46254756e-04j
  -1.93898051e-04+5.25143331e-04j  7.89675880e-04+9.10409250e-04j]
 [ 5.76734896e-06+1.05842916e-03j  6.12844741e-03-4.74334963e-04j
   1.00929886e-02-1.06929651e-19j ...  4.32668501e-04+4.39879744e-04j
   8.65445642e-05+3.87678118e-04j  5.00251553e-05+8.05337138e-04j]
 ...
 [ 4.78399032e-04+1.18194925e-03j  4.75188265e-04-4.46254756e-04j
   4.32668501e-04-4.39879744e-04j ...  1.89144894e-02+8.13305154e-20j
   4.01875917e-03+1.54576049e-02j -1.18828853e-03+6.95101377e-04j]
 [ 1.01738493e-06-6.00848191e-04j -1.93898051e-04-5.25143331e-04j
   8.65445642e-05-3.87678118e-04j ...  4.01875917e-03-1.54576049e-02j
   2.53332727e-02+4.26590780e-19j  1.37663338e-04+3.27700588e-03j]
 [-2.67797731e-03-4.91720661e-03j  7.89675880e-04-9.10409250e-04j
   5.00251553e-05-8.05337138e-04j ... -1.18828853e-03-6.95101377e-04j
   1.37663338e-04-3.27700588e-03j  1.36928679e-01+2.66274124e-19j]]","{4: 0.31288688, 2: 0.4747484, 0: 0.1856735, 6: 0.02669122}",2.36119164,2.2908416391941104,0.06441521301266678
qiskit_global_noise,6,23,0.263,"[[ 4.85736093e-02-1.34602723e-18j  3.10406310e-04+9.61408064e-04j
  -1.59638311e-04+8.16696947e-05j ... -2.23243936e-04+5.37882154e-04j
  -4.74322974e-04+7.74076604e-04j -4.19132741e-04+4.38229918e-03j]
 [ 3.10406310e-04-9.61408064e-04j  8.31957636e-03-2.15760785e-19j
   5.86838881e-03+1.00998509e-03j ... -9.93515436e-04-1.98819063e-04j
  -2.93074468e-04-8.55878369e-04j  1.28513238e-03-1.28743335e-03j]
 [-1.59638311e-04-8.16696947e-05j  5.86838881e-03-1.00998509e-03j
   9.49402605e-03+3.36598876e-19j ... -3.30500243e-04+2.74971133e-04j
  -4.36597576e-04-2.87974152e-04j  1.43559663e-03-1.05799262e-03j]
 ...
 [-2.23243936e-04-5.37882154e-04j -9.93515436e-04+1.98819063e-04j
  -3.30500243e-04-2.74971133e-04j ...  2.00127802e-02+5.38992475e-19j
   4.77421105e-03+1.54918248e-02j -6.00550476e-05+3.58751692e-04j]
 [-4.74322974e-04-7.74076604e-04j -2.93074468e-04+8.55878369e-04j
  -4.36597576e-04+2.87974152e-04j ...  4.77421105e-03-1.54918248e-02j
   2.40679877e-02-7.16643025e-19j -2.01928319e-03+1.99718993e-05j]
 [-4.19132741e-04-4.38229918e-03j  1.28513238e-03+1.28743335e-03j
   1.43559663e-03+1.05799262e-03j ... -6.00550476e-05-3.58751692e-04j
  -2.01928319e-03-1.99718993e-05j  1.34213092e-01+1.92712193e-18j]]","{2: 0.48190798, 4: 0.30901782, 0: 0.18277222, 6: 0.02630198}",2.35769912,2.260043179551226,0.06267658922279755
qiskit_global_noise,6,24,0.263,"[[ 0.04623443+7.38193713e-19j  0.00082626+4.66290176e-04j
   0.00052021-5.38858476e-04j ...  0.00089663+1.22469054e-03j
  -0.00080517+1.31391913e-03j  0.00077118+3.33385238e-03j]
 [ 0.00082626-4.66290176e-04j  0.00890822-3.45586928e-19j
   0.00590294+1.07364431e-03j ...  0.00017719-4.18665869e-04j
   0.0003589 +1.66755380e-04j  0.00273169-1.49420193e-03j]
 [ 0.00052021+5.38858476e-04j  0.00590294-1.07364431e-03j
   0.00941496-9.72320330e-19j ...  0.00036288+1.26184022e-04j
  -0.00028574+6.71145545e-04j  0.00206341-1.30111218e-03j]
 ...
 [ 0.00089663-1.22469054e-03j  0.00017719+4.18665869e-04j
   0.00036288-1.26184022e-04j ...  0.0187999 -7.96678850e-19j
   0.00376837+1.37985747e-02j  0.00129567+9.21852303e-04j]
 [-0.00080517-1.31391913e-03j  0.0003589 -1.66755380e-04j
  -0.00028574-6.71145545e-04j ...  0.00376837-1.37985747e-02j
   0.02181004+9.60298087e-19j  0.00046587-1.11878244e-03j]
 [ 0.00077118-3.33385238e-03j  0.00273169+1.49420193e-03j
   0.00206341+1.30111218e-03j ...  0.00129567-9.21852303e-04j
   0.00046587+1.11878244e-03j  0.12471826+6.13429731e-20j]]","{4: 0.33728418, 2: 0.46401142, 6: 0.02766594, 0: 0.17103846}",2.4431551999999996,2.2795590687129597,0.05819846497527239
qiskit_global_noise,6,25,0.263,"[[ 4.46980744e-02+2.36671911e-19j -1.74667021e-03+1.14538352e-03j
  -8.33364170e-04+7.58585670e-04j ...  4.13752596e-04-5.89681664e-04j
  -2.01041259e-05-8.53460789e-05j -8.77334830e-04-1.40494643e-04j]
 [-1.74667021e-03-1.14538352e-03j  9.51257099e-03-1.20919205e-18j
   6.90140344e-03+3.14889203e-04j ... -7.75255162e-04+1.41165293e-04j
  -1.63825371e-04-7.58785777e-04j  1.94999515e-04-1.16370120e-04j]
 [-8.33364170e-04-7.58585670e-04j  6.90140344e-03-3.14889203e-04j
   1.17389396e-02+6.27301166e-19j ... -9.87500212e-04+4.12686637e-04j
  -5.40970205e-04-7.23075088e-04j  5.19423870e-04+5.95429412e-04j]
 ...
 [ 4.13752596e-04+5.89681664e-04j -7.75255162e-04-1.41165293e-04j
  -9.87500212e-04-4.12686637e-04j ...  1.75440788e-02+2.09519158e-19j
   3.48312541e-03+1.37817710e-02j -1.54099039e-03+1.65906357e-04j]
 [-2.01041259e-05+8.53460789e-05j -1.63825371e-04+7.58785777e-04j
  -5.40970205e-04+7.23075088e-04j ...  3.48312541e-03-1.37817710e-02j
   2.32426850e-02-1.84911051e-19j -7.02179513e-04+6.02304839e-04j]
 [-8.77334830e-04+1.40494643e-04j  1.94999515e-04+1.16370120e-04j
   5.19423870e-04-5.95429412e-04j ... -1.54099039e-03-1.65906357e-04j
  -7.02179513e-04-6.02304839e-04j  1.13464588e-01-1.92485442e-18j]]","{4: 0.33786376, 2: 0.47410974, 6: 0.0298744, 0: 0.1581521}",2.4789209199999998,2.2326885923863538,0.05521685817827568
qiskit_global_noise,6,26,0.263,"[[ 4.85571886e-02-5.57232086e-19j -1.16260515e-04+6.92496234e-04j
  -6.74138257e-05+9.70636826e-04j ... -4.57690688e-04-2.24006518e-04j
   4.37245447e-04-8.87515850e-04j  4.27281338e-03+2.93774132e-03j]
 [-1.16260515e-04-6.92496234e-04j  1.02727126e-02-1.35911519e-19j
   7.42666688e-03+8.11784777e-04j ... -3.14789292e-04-4.14357978e-04j
   1.07366383e-04-2.12734542e-04j -1.17397859e-03-6.34144550e-04j]
 [-6.74138257e-05-9.70636826e-04j  7.42666688e-03-8.11784777e-04j
   1.18548985e-02+4.86303228e-19j ... -2.27593508e-04-6.23721192e-05j
  -9.75735276e-05+3.95324369e-05j -6.05561479e-04-9.45378920e-04j]
 ...
 [-4.57690688e-04+2.24006518e-04j -3.14789292e-04+4.14357978e-04j
  -2.27593508e-04+6.23721192e-05j ...  1.73599625e-02-8.60537035e-19j
   2.13806465e-03+1.28009033e-02j  2.22951415e-04+1.87665400e-05j]
 [ 4.37245447e-04+8.87515850e-04j  1.07366383e-04+2.12734542e-04j
  -9.75735276e-05-3.95324369e-05j ...  2.13806465e-03-1.28009033e-02j
   1.95710776e-02-6.21171824e-19j  1.87714742e-04-2.41138492e-03j]
 [ 4.27281338e-03-2.93774132e-03j -1.17397859e-03+6.34144550e-04j
  -6.05561479e-04+9.45378920e-04j ...  2.22951415e-04-1.87665400e-05j
   1.87714742e-04+2.41138492e-03j  1.06539672e-01+1.00657330e-18j]]","{4: 0.34393318, 2: 0.47109762, 6: 0.02994312, 0: 0.15502608}",2.49758668,2.2273344558865773,0.05305968151132928
qiskit_global_noise,6,27,0.263,"[[ 0.04552895-1.11951603e-18j  0.00035989-2.50765484e-04j
   0.00019909-7.96841404e-04j ...  0.00101429+2.08339243e-03j
  -0.00229116+1.43900841e-03j  0.00278832+3.43250995e-03j]
 [ 0.00035989+2.50765484e-04j  0.01003248+1.35763067e-18j
   0.00749503+5.59348512e-04j ...  0.00028943-4.73746127e-04j
   0.000451  +5.78975200e-04j  0.00092904+9.88066703e-04j]
 [ 0.00019909+7.96841404e-04j  0.00749503-5.59348512e-04j
   0.01209649-6.93127590e-19j ...  0.00030075-3.74240809e-04j
   0.00065624+7.59729906e-04j  0.00060693+8.29713713e-04j]
 ...
 [ 0.00101429-2.08339243e-03j  0.00028943+4.73746127e-04j
   0.00030075+3.74240809e-04j ...  0.01774743-7.25203881e-19j
   0.00343537+1.29619067e-02j  0.00081693-1.09726070e-03j]
 [-0.00229116-1.43900841e-03j  0.000451  -5.78975200e-04j
   0.00065624-7.59729906e-04j ...  0.00343537-1.29619067e-02j
   0.02093089-1.03597275e-18j -0.00195665+1.47607323e-03j]
 [ 0.00278832-3.43250995e-03j  0.00092904-9.88066703e-04j
   0.00060693-8.29713713e-04j ...  0.00081693+1.09726070e-03j
  -0.00195665-1.47607323e-03j  0.09738537-2.00065344e-18j]]","{6: 0.03017712, 2: 0.48087826, 4: 0.34603902, 0: 0.1429056}",2.52697532,2.1609094121108976,0.052331835269443315
qiskit_global_noise,6,28,0.263,"[[ 4.58695564e-02+1.20036512e-18j -9.59326346e-04+4.90985728e-04j
  -7.34051646e-05+1.00926350e-03j ... -3.93779945e-04+1.69020980e-03j
  -8.07382532e-04-1.23366796e-03j  4.59724307e-04-3.35869078e-03j]
 [-9.59326346e-04-4.90985728e-04j  1.02354341e-02-1.54345814e-19j
   6.61103186e-03+5.20434640e-04j ... -1.72702865e-04-3.75059291e-04j
   4.64944195e-04+1.97576621e-04j -9.22950707e-04-3.69054626e-04j]
 [-7.34051646e-05-1.00926350e-03j  6.61103186e-03-5.20434640e-04j
   1.12911122e-02-4.35130142e-19j ...  2.60830820e-04-2.93230222e-04j
   6.33103586e-05+1.00458579e-04j -2.60517856e-04+2.18820031e-04j]
 ...
 [-3.93779945e-04-1.69020980e-03j -1.72702865e-04+3.75059291e-04j
   2.60830820e-04+2.93230222e-04j ...  1.70789992e-02-2.87076962e-19j
   3.22362911e-03+1.22013686e-02j -1.00696179e-04-2.44945550e-04j]
 [-8.07382532e-04+1.23366796e-03j  4.64944195e-04-1.97576621e-04j
   6.33103586e-05-1.00458579e-04j ...  3.22362911e-03-1.22013686e-02j
   1.94069561e-02+2.04936869e-19j -1.03464710e-03+1.88256414e-03j]
 [ 4.59724307e-04+3.35869078e-03j -9.22950707e-04+3.69054626e-04j
  -2.60517856e-04-2.18820031e-04j ... -1.00696179e-04+2.44945550e-04j
  -1.03464710e-03-1.88256414e-03j  1.08102950e-01+2.63721887e-18j]]","{4: 0.3483141, 2: 0.46742668, 6: 0.03018672, 0: 0.1540725}",2.50923008,2.2332186456231935,0.051764064343515895
qiskit_global_noise,6,29,0.263,"[[ 4.58895834e-02-1.36430469e-18j -1.49398454e-03+9.39219714e-04j
   1.29606120e-03+1.54143349e-03j ...  8.72396486e-04-1.49904525e-03j
   1.30706936e-03-4.98703569e-04j  2.54353708e-04-2.79371938e-04j]
 [-1.49398454e-03-9.39219714e-04j  1.06970091e-02-4.33595504e-20j
   7.33864819e-03+7.28093966e-04j ... -4.43542704e-05+2.61149799e-04j
  -1.82601295e-04-3.31620143e-04j  1.90063488e-04-1.94402684e-04j]
 [ 1.29606120e-03-1.54143349e-03j  7.33864819e-03-7.28093966e-04j
   1.25483419e-02-1.24961778e-19j ...  9.77481478e-05-1.78861460e-04j
  -2.41985060e-04-1.45227915e-04j -3.97629895e-04-8.39242671e-04j]
 ...
 [ 8.72396486e-04+1.49904525e-03j -4.43542704e-05-2.61149799e-04j
   9.77481478e-05+1.78861460e-04j ...  1.61768281e-02+4.48911792e-19j
   3.00378183e-03+1.19401386e-02j -1.04468911e-03-4.82024700e-04j]
 [ 1.30706936e-03+4.98703569e-04j -1.82601295e-04+3.31620143e-04j
  -2.41985060e-04+1.45227915e-04j ...  3.00378183e-03-1.19401386e-02j
   1.93736366e-02+1.84584578e-18j -1.00779764e-03-7.18837759e-04j]
 [ 2.54353708e-04+2.79371938e-04j  1.90063488e-04+1.94402684e-04j
  -3.97629895e-04+8.39242671e-04j ... -1.04468911e-03+4.82024700e-04j
  -1.00779764e-03+7.18837759e-04j  1.05580405e-01+6.21666242e-18j]]","{2: 0.4653025, 4: 0.35218552, 0: 0.15148542, 6: 0.03102656}",2.52550644,2.2349517015185265,0.05055915945586456
qiskit_global_noise,6,30,0.263,"[[ 4.86576182e-02+5.63193530e-21j -6.81366511e-04-3.69556702e-04j
   8.58689643e-04-5.19955929e-04j ...  4.24103490e-04-5.00306158e-05j
   5.41110063e-05-2.08075819e-04j  1.18390828e-03+1.29933372e-03j]
 [-6.81366511e-04+3.69556702e-04j  1.10619797e-02-2.74233481e-19j
   7.74259992e-03+3.91145920e-04j ...  3.84063055e-04-3.13730829e-04j
   5.49758137e-04+6.93934561e-05j -4.93599534e-04-1.21975339e-03j]
 [ 8.58689643e-04+5.19955929e-04j  7.74259992e-03-3.91145920e-04j
   1.28840589e-02+3.15829416e-19j ... -1.20207643e-04-1.21809015e-04j
   3.81476134e-04+2.68843941e-04j -5.56453690e-04-2.04909507e-03j]
 ...
 [ 4.24103490e-04+5.00306158e-05j  3.84063055e-04+3.13730829e-04j
  -1.20207643e-04+1.21809015e-04j ...  1.78006920e-02+1.02813674e-18j
   3.35209724e-03+1.30615215e-02j -1.90355893e-04-1.15164595e-03j]
 [ 5.41110063e-05+2.08075819e-04j  5.49758137e-04-6.93934561e-05j
   3.81476134e-04-2.68843941e-04j ...  3.35209724e-03-1.30615215e-02j
   2.00507842e-02+1.76977423e-19j -1.37525489e-03+1.13831142e-03j]
 [ 1.18390828e-03-1.29933372e-03j -4.93599534e-04+1.21975339e-03j
  -5.56453690e-04+2.04909507e-03j ... -1.90355893e-04+1.15164595e-03j
  -1.37525489e-03-1.13831142e-03j  8.63827090e-02+2.74553787e-18j]]","{4: 0.36470924, 2: 0.46800294, 6: 0.03221136, 0: 0.13507646}",2.588111,2.168650011679,0.04715437889630747
qiskit_global_noise,6,31,0.263,"[[ 0.04629174-4.28176617e-19j  0.00032805-1.21326324e-04j
   0.00075261-3.50505846e-04j ...  0.00026291-1.42497456e-03j
   0.00084545-9.62262669e-05j  0.00367252-2.09551586e-03j]
 [ 0.00032805+1.21326324e-04j  0.01156848-5.63973171e-19j
   0.00740676-1.75217887e-04j ...  0.00047193+2.95021047e-04j
   0.0002341 +3.83113975e-04j -0.00065489+9.63886494e-04j]
 [ 0.00075261+3.50505846e-04j  0.00740676+1.75217887e-04j
   0.01258419-5.56607584e-19j ...  0.00019811+4.62220146e-04j
   0.00013178+2.95495247e-04j  0.00138844+8.48534610e-05j]
 ...
 [ 0.00026291+1.42497456e-03j  0.00047193-2.95021047e-04j
   0.00019811-4.62220146e-04j ...  0.01806345+3.26027217e-20j
   0.00297439+1.28534770e-02j  0.00114645+9.60726283e-04j]
 [ 0.00084545+9.62262669e-05j  0.0002341 -3.83113975e-04j
   0.00013178-2.95495247e-04j ...  0.00297439-1.28534770e-02j
   0.02113127-3.89123971e-19j  0.00246364-1.74414866e-03j]
 [ 0.00367252+2.09551586e-03j -0.00065489-9.63886494e-04j
   0.00138844-8.48534610e-05j ...  0.00114645-9.60726283e-04j
   0.00246364+1.74414866e-03j  0.09120115+1.09906972e-18j]]","{2: 0.47042702, 4: 0.3598981, 0: 0.13755838, 6: 0.0321165}",2.5731454400000002,2.1751942246072065,0.04718841702588146
